-0.736037,0.111979,-0.841120,-0.222285,257.000000
-0.617954,0.134186,-0.798729,-0.118287,257.000000
-0.575482,0.125871,-0.821520,-0.286933,257.000000
-0.510382,0.175718,-0.802800,0.078000,257.000000
-0.416972,0.224905,-0.826359,0.363416,257.000000
-0.261755,0.260037,-0.704245,0.220306,257.000000
-0.117889,0.330599,-0.700667,0.551367,257.000000
-0.117047,0.330543,-0.728823,0.541669,257.000000
0.141944,0.366549,-0.619339,1.272024,257.000000
0.147276,0.480592,-0.669061,1.196878,257.000000
0.330089,0.484564,-0.650159,1.291506,257.000000
0.428996,0.611363,-0.702314,1.981249,257.000000
0.249438,0.637169,-0.655464,1.959078,257.000000
0.491211,0.743466,-0.653257,2.092390,257.000000
0.543819,0.534726,-0.603574,1.944453,257.000000
0.559679,0.560517,-0.505903,1.853661,257.000000
0.537532,0.676810,-0.580512,2.252483,256.843750
0.591926,0.654403,-0.582734,2.236634,257.000000
0.634409,0.703531,-0.620189,2.213071,256.546875
0.660062,0.605458,-0.576458,2.398334,254.969231
0.666579,0.806506,-0.622119,2.352582,257.000000
0.616320,0.727649,-0.571751,2.115285,257.000000
0.595733,0.662192,-0.544753,2.322184,255.890625
0.819693,0.744196,-0.569417,2.514767,254.453125
0.509760,0.707624,-0.635921,2.200480,257.000000
0.664682,0.710320,-0.646880,2.286594,256.812500
0.589817,0.715580,-0.646113,2.476571,255.446154
0.538737,0.722236,-0.604183,2.243120,257.000000
0.541777,0.876971,-0.656102,2.563479,253.707692
0.658555,0.767191,-0.631254,2.374017,257.000000
0.714308,0.819025,-0.633980,2.523232,252.476923
0.567670,0.873862,-0.666019,2.562335,251.348485
0.702609,0.768770,-0.675155,2.275316,255.031250
0.669847,0.881589,-0.641797,2.394058,257.000000
0.601427,0.838010,-0.669020,2.603126,250.369231
0.553401,0.700615,-0.641006,2.212154,257.000000
0.798133,0.818219,-0.586574,2.481078,253.530303
0.485336,0.840305,-0.661056,2.333665,255.656250
0.613920,0.805586,-0.626070,2.507938,254.107692
0.470998,0.850383,-0.618906,2.547922,256.000000
0.478261,0.870493,-0.677078,2.569597,253.584615
0.770268,0.867006,-0.660839,2.575201,248.815385
0.574253,0.859388,-0.655359,2.238788,257.000000
0.397923,0.829118,-0.623935,2.125114,257.000000
0.560446,0.950443,-0.663744,2.617794,246.515152
0.488314,0.828445,-0.637071,2.513988,255.446154
0.358929,0.753846,-0.666787,2.298027,256.063492
0.583642,0.928961,-0.674762,2.466435,255.906250
0.448860,0.847039,-0.648630,2.647241,252.636364
0.490322,0.862669,-0.675412,2.739093,252.000000
0.463061,0.870366,-0.661324,2.503181,255.609375
0.645448,0.967465,-0.655065,2.495510,254.140625
0.548301,1.005370,-0.659511,2.636126,248.590909
0.606014,0.939251,-0.609381,2.718282,252.281250
0.636682,0.930773,-0.712981,2.583137,253.250000
0.568525,0.935119,-0.657566,2.550638,251.212121
0.674259,0.854835,-0.637221,2.726782,255.078125
0.766352,0.935373,-0.704919,2.548664,255.061538
0.531905,0.956219,-0.676202,2.551473,254.687500
0.516988,0.923257,-0.634118,2.630821,254.769231
0.615534,0.951895,-0.682906,2.458704,252.890625
0.452894,0.841483,-0.626929,2.519654,252.892308
0.514456,0.944931,-0.729810,2.420472,253.093750
0.558383,0.959572,-0.687444,2.566391,252.343750
0.578081,0.887618,-0.642117,2.268963,257.000000
0.617036,0.872357,-0.668444,2.333085,257.000000
0.437073,0.933289,-0.718218,2.602419,253.287879
0.438597,0.901794,-0.681661,2.619455,255.123077
0.673225,0.888811,-0.663420,2.620677,255.349206
0.513426,0.898710,-0.692222,2.553499,254.703125
0.465132,0.926597,-0.681836,2.455934,254.753846
0.686128,0.891859,-0.710861,2.566895,251.298507
0.692431,0.911441,-0.694042,2.580734,254.830769
0.578033,0.835240,-0.720741,2.267663,257.000000
0.415872,0.900458,-0.688043,2.416726,255.218750
0.687992,0.928807,-0.628705,2.536188,251.625000
0.462325,0.797719,-0.635064,2.206923,257.000000
0.539251,0.919074,-0.754472,2.663040,255.206349
0.573793,0.958336,-0.676025,2.429386,252.523077
0.408810,0.961014,-0.746657,2.533360,250.924242
0.627756,0.991350,-0.753104,2.493543,252.169231
0.252607,0.826374,-0.655398,2.089247,257.000000
0.363099,0.877028,-0.714126,2.274114,257.000000
0.520036,0.881902,-0.685776,2.665909,252.328125
0.478878,0.848937,-0.665557,2.611584,254.830769
0.403534,0.925132,-0.733103,2.415741,253.907692
0.620542,0.992557,-0.761144,2.585407,249.136364
0.543782,0.933246,-0.700665,2.558562,250.235294
0.596407,0.936813,-0.704961,2.646835,252.187500
0.647717,0.980425,-0.688036,2.444628,252.437500
0.567657,0.906236,-0.643439,2.587066,254.609375
0.471927,0.935828,-0.778802,2.574478,252.046875
0.461054,0.887670,-0.668345,2.301108,257.000000
0.451110,0.879334,-0.660114,2.284487,257.000000
0.193852,0.870689,-0.684985,2.489447,253.781250
0.732199,0.851623,-0.694392,2.579114,255.138462
0.597550,0.904645,-0.674664,2.625411,252.215385
0.536982,0.910395,-0.623290,2.645223,249.492308
0.809885,0.883372,-0.692331,2.682919,250.833333
0.599501,0.862413,-0.738294,2.667006,253.142857
0.492225,0.915814,-0.660900,2.485971,255.703125
0.620159,0.855369,-0.665173,2.587322,252.307692
0.655585,0.936439,-0.709236,2.561665,254.515625
0.603290,0.913857,-0.722607,2.572050,252.212121
0.643714,0.914360,-0.665125,2.510807,256.203125
0.542274,0.893989,-0.643518,2.663983,255.718750
0.431601,0.883671,-0.760774,2.039553,257.000000
0.466894,0.975377,-0.645967,2.549290,251.507692
0.510680,0.823478,-0.687875,2.239955,257.000000
0.626754,0.947274,-0.666011,2.657608,252.924242
0.547940,0.974259,-0.679820,2.513421,252.125000
0.573645,0.799712,-0.715841,2.594810,255.828125
0.636685,0.912644,-0.687791,2.457788,254.569231
0.413657,0.768919,-0.752119,2.382663,257.000000
0.607558,0.856479,-0.596289,2.525401,254.750000
0.683142,0.933146,-0.596561,2.630261,248.878788
0.440786,0.880968,-0.749420,2.683847,254.492063
0.574603,0.847511,-0.724556,2.327522,257.000000
0.757426,0.948593,-0.622718,2.591520,250.833333
0.490314,0.820503,-0.666673,2.366179,255.953125
0.679734,0.815783,-0.635483,2.357336,256.828125
0.883067,0.827574,-0.657076,2.637008,255.123077
0.604796,0.800215,-0.618879,2.380961,257.000000
0.782157,0.883717,-0.668052,2.200975,257.000000
0.618168,0.833546,-0.673948,2.550440,255.076923
0.818425,0.770566,-0.576154,2.724479,254.380952
0.489975,0.829751,-0.628720,2.093428,257.000000
0.595064,0.948847,-0.636574,2.655716,249.250000
0.512946,0.832411,-0.644434,2.160943,257.000000
0.704444,0.777980,-0.580287,2.346029,254.687500
0.706303,0.810319,-0.662888,1.937069,257.000000
